,Symbol,priceEarningsRatio,returnOnEquity,priceEarningsToGrowthRatio,priceToSalesRatio,priceToBookRatio,debtEquityRatio,priceToFreeCashFlowsRatio,EPS,dividendPayoutRatio,Dividend Yield,Net Profit Margin,debtRatio,Dividends per Share Growth,10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Sector,2016 PRICE VAR [%],intercept
1108,LKQ,21.3165,0.1359,21.387307687366,1.2585,15.5976,0.5088,24.2156,1.39,-0.0,0.0,0.0588,0.2806,0.0,0.0,0.0,0.0,Consumer Cyclical,6.276003662850072,1
1109,FCAU,38.5262,0.0199,61.13013473183401,0.141,,1.6972,16.7276,0.2389,0.8473053892215,0.0,0.003,0.2697,0.0,,,0.0,Consumer Cyclical,1.3333362829748412,1
1110,LULU,39.4699,0.2194,39.453218593249,4.8181,8.7489,0.0,48.4327,1.66,-0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,Consumer Cyclical,16.344427414356428,1
1111,UAA,74.6389,0.1394,74.69179044859,4.3895,17.2807,0.3993,0.0,0.54,-0.0,0.0,0.0587,0.2324,0.0,0.0,0.0,0.0,Consumer Cyclical,-27.06503163047605,1
1112,GTN,28.1034,0.0916,28.339711457724,1.9742,0.0,2.8422,13.5008,0.58,-0.0,0.0,0.0658,0.5734,0.0,-1.0,0.0,0.0,Consumer Cyclical,-28.89908113543488,1
1113,KAR,9.1607,0.1548,21.542155504692,0.7164,0.0,1.3456,5.5441,1.53,0.7078285181733499,0.0771,0.0798,0.3232,0.0588,,0.0,0.7847,Consumer Cyclical,18.908184197026237,1
1114,DKS,18.2491,0.1879,16.930910256306,0.926,4.0816,0.0035,24.4733,2.89,0.17798476458318,0.012,0.0505,0.0019,-0.0078,0.0,0.0,0.0829,Consumer Cyclical,53.5810814647329,1
1115,GPK,18.3286,0.2089,16.881263056757,1.0105,0.0,1.7024,12.1814,0.7,0.21425467188179,0.0156,0.0553,0.4407,0.0,0.0,0.0,0.0,Consumer Cyclical,-1.050444915397788,1
1116,TJX,20.5844,0.5195,19.28646764494,1.5605,11.4161,0.3808,21.7601,1.6,0.21032734902904,0.0102,0.0762,0.1478,0.2182,0.2279,0.2342,0.2301,Consumer Cyclical,8.909821990881541,1
1117,KSS,14.3551,0.1487,12.279684065936001,0.6524,2.0717,0.8131,9.2485,4.28,0.35658042744657004,0.0254,0.0467,0.3386,0.0938,0.0,0.0,0.0,Consumer Cyclical,4.177187095855851,1
1118,DRI,10.5789,0.304,10.505417336152,1.0939,8.3733,0.6288,30.9865,5.56,0.3930937279774501,0.0374,0.1049,0.2448,0.0,0.3929,0.1708,0.0855,Consumer Cyclical,19.86472723782992,1
1119,VFC,24.0229,0.2119,23.097226632366,2.0839,15.9913,0.3599,30.7608,2.9,0.370291317027,0.0218,0.0998,0.1915,0.161,0.1208,0.0633,0.0854,Consumer Cyclical,-9.981398582755544,1
1120,BLL,35.652,0.2246,34.477349252669,1.2398,0.0,4.0376,20.8472,1.02,0.25622775800712,0.0071,0.0351,0.5209,0.0,0.1003,0.2106,0.0914,Consumer Cyclical,5.592738492758643,1
1121,ODP,560.0,0.005,349.95095355875,0.262,2.5888,0.9345,0.0,0.01,-0.0,0.0,0.0007,0.2325,0.0,0.0,0.0,0.0,Consumer Cyclical,-16.196399771032453,1
1122,TOL,17.5971,0.086,17.214708226518,1.5317,1.5141,0.8976,126.0551,2.06,-0.0,0.0,0.0871,0.4117,0.0,0.0,0.0,0.0,Consumer Cyclical,-5.285652644503698,1
1123,JMEI,70.0155,0.0339,10.754248009422,0.1809,,0.0014,11.4975,0.1294,-0.0,0.0,0.0167,0.001,0.0,,,,Consumer Cyclical,-41.67637068198704,1
1124,GME,10.5229,0.1901,7.822346527601099,0.4299,9.0755,0.172,12.8773,3.5,0.37852963622488,0.0358,0.0423,0.0838,0.2,0.0,0.0,0.0,Consumer Cyclical,-5.979817139421108,1
1125,LB,23.7675,57.8889,18.365377019254,2.1682,0.0,262.3333,23.1878,3.57,0.66314779270633,0.0278,0.091,0.6316,0.5733,0.0327,0.3151,-0.1468,Consumer Cyclical,-27.6141412850809,1
1126,TIF,23.232,0.1708,21.223648244527,2.6517,3.9702,0.3938,30.6117,3.75,0.39487814952499,0.017,0.1139,0.2155,0.1045,0.2046,0.1683,0.0974,Consumer Cyclical,3.9049874250711314,1
1127,DLPH,27.9251,0.2303,17.717080841912,1.3341,7.1598,0.0271,30.6312,3.07,-0.0,0.0,0.0617,0.0107,0.0,,,,Consumer Cyclical,-18.369920893738502,1
1128,NCLH,31.0053,0.113,31.086649501682,3.0948,8.5214,1.6921,0.0,1.89,-0.0,0.0,0.0983,0.5216,0.0,,0.0,0.0,Consumer Cyclical,-26.65977315346521,1
1129,GPS,14.2,0.4231,12.393673930269001,1.0613,5.8395,0.4536,11.6623,2.9,0.30348652931854,0.0214,0.0768,0.1759,-0.0222,0.2575,0.2095,0.2505,Consumer Cyclical,-8.508476634275016,1
1130,MGA,8.2105,0.2245,7.481400397416801,0.5179,,0.2859,17.1811,4.94,0.17585692995529,0.0217,0.0626,0.1302,0.1579,0.0444,0.2811,0.1696,Consumer Cyclical,12.679824295429778,1
1131,AEO,33.2381,0.0705,29.699560634695,0.8270000000000001,2.5167,0.0,28.7576,0.42,1.2104280271906,0.0358,0.0245,0.0,0.0,0.2873,0.0456,0.0435,Consumer Cyclical,0.08622645539500894,1
1132,NWS,,,,,,,,-0.26,,,-0.017027684466582,,,,,,Consumer Cyclical,-12.299070303746168,1
1133,IP,16.7556,0.2415,14.5196097849,0.7559,28.4684,4.0028,13.8311,2.25,0.7302771855010699,0.0435,0.0454,0.5092,-0.2435,0.0507,0.326,0.1469,Consumer Cyclical,47.051596656875645,1
1134,DAN,13.8,0.2184,13.0165,0.3482,3.8215,2.1635,15.0288,1.0,0.23270440251572005,0.0167,0.0262,0.3662,0.15,,0.0,0.0477,Consumer Cyclical,38.779695876646144,1
1135,BBY,9.9065,0.2468,8.5464513381995,0.3041,2.7198,0.3229,8.8952,3.53,0.20356853203569,0.0206,0.0306,0.1058,0.0588,0.1043,0.0592,0.0747,Consumer Cyclical,43.623466423030045,1
1136,SBH,15.8333,-0.7894,15.795785177402001,0.9742,0.0,-6.0022,19.0981,1.5,-0.0,0.0,0.0613,0.8535,0.0,0.0,0.0,0.0,Consumer Cyclical,-5.134650935686328,1
1137,YUM,,,16.518201300828,,,,,2.95,0.56897895557288,,0.1999,,,,,,Consumer Cyclical,26.02461809249888,1
1138,GIII,19.1196,0.145,19.128079575212,1.0351,3.3895,0.0,45.8185,2.55,-0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0,Consumer Cyclical,-34.42768796522296,1
1139,GT,28.6579,0.0959,21.95891356383,0.5343,2.693,1.4561,11.7963,1.14,0.18085106382979,0.0077,0.0229,0.3482,0.1364,0.0,0.0,0.0,Consumer Cyclical,-2.553500253268288,1
1141,ARMK,31.1414,0.1253,29.737902326803997,0.5151,0.0,2.7961,24.671,0.99,0.34710484602409003,0.0112,0.0165,0.5165,0.5289,,,0.0,Consumer Cyclical,11.645441923013475,1
1142,APTV,14.1458,0.6444,0.0,1.8527,0.0,1.7813,17.0789,5.08,0.19724137931034,0.0139,0.1335,0.3348,0.0,,0.0,0.0,Consumer Cyclical,-18.087892708253204,1
1143,CTB,10.1475,0.2173,9.5689152358836,0.7136,2.5654,0.316,17.422,3.73,0.1122359775528,0.0111,0.0716,0.127,-0.0233,-0.0024,-0.0024,0.0,Consumer Cyclical,6.498371794806185,1
1144,SKX,19.875,0.1747,19.910603461658003,1.4998,3.4898,0.0638,40.4991,1.52,-0.0,0.0,0.0737,0.0415,0.0,0.0,0.0,0.0,Consumer Cyclical,-17.95727411605593,1
1145,PHM,12.913,0.1038,12.224648387136,1.0401,1.3362,0.4922,0.0,1.38,0.23469003622822,0.0185,0.0826,0.2549,0.4348,0.0976,0.0,0.0,Consumer Cyclical,9.184379266562898,1
1146,FL,14.7756,0.1719,16.813166526807002,1.0598,3.3099,0.0557,14.7043,3.61,0.2750582750582801,0.0165,0.0659,0.0399,0.1111,0.1211,0.0592,0.1006,Consumer Cyclical,10.437124687617382,1
1147,BBBY,14.7505,0.349,13.700869712284998,1.1821,5.8929,0.5468,16.6591,5.13,-0.0,0.0,0.0806,0.2219,0.0,0.0,0.0,0.0,Consumer Cyclical,-15.443665568085475,1
1148,MAR,20.8199,-0.2393,19.126439307849,1.19,0.0,-1.144,14.2462,3.22,0.29452852153667,0.0142,0.0593,0.6753,0.2338,0.1686,0.355,0.2469,Consumer Cyclical,28.553756443297377,1
1149,SHOO,15.8262,0.1665,15.461207103011999,1.3457,4.49,0.0,15.3033,1.273,-0.0,0.0,0.0804,0.0,0.0,-1.0,0.0,0.0,Consumer Cyclical,17.947868878578387,1
1150,ANF,35.1806,0.0373,28.947830068891,0.4691,1.2651,0.2475,13.19,0.72,1.1069257636865,0.0316,0.0138,0.1373,0.0,0.0481,0.0271,0.0455,Consumer Cyclical,-54.29175755288298,1
1151,MTOR,16.1061,-0.0954,16.094484375,0.2928,0.0,-1.5663,57.2248,0.66,-0.0,0.0,0.0183,0.4788,0.0,-1.0,0.0,0.0,Consumer Cyclical,49.638551697362146,1
1152,EVC,26.5862,0.1532,23.813087075707003,2.6739,0.0,1.8732,13.9516,0.29,0.36487804878049,0.0137,0.1008,0.5969,0.06,0.0,0.0,-0.0405,Consumer Cyclical,-1.4945256431791325,1
1153,TSCO,23.0699,0.2946,27.005527988401,1.4694,7.4918,0.1205,23.7321,3.29,0.25122382095298,0.0121,0.0659,0.0708,0.2459,0.0,0.4026,0.2828,Consumer Cyclical,-8.442677273552437,1
1154,URBN,20.6706,0.175,20.659936543188,1.3921,3.4930000000000003,0.0,51.9034,1.7,-0.0,0.0,0.0699,0.0,0.0,0.0,0.0,0.0,Consumer Cyclical,25.18681117466518,1
1155,ETM,14.9733,0.0787,13.261470078556002,1.0759999999999998,0.0,1.3295,7.3518,0.75,0.00024620146314012004,0.0,0.0686,0.4732,0.0,0.0,0.0,0.0,Consumer Cyclical,42.463354948296974,1
1156,TPH,9.9764,0.1234,9.970941277614699,0.8538,1.3644,0.7031,67.8447,1.27,-0.0,0.0,0.0856,0.373,0.0,,,0.0,Consumer Cyclical,-5.669683892621131,1
1157,IGT,0.0,-0.025,,0.6853,,2.7618,7.9202,-0.4235,,0.0342,-0.0161,0.5514,-0.1685,,,0.1885,Consumer Cyclical,64.15300768741696,1
1158,BLMN,16.3558,0.3118,15.398572921689999,0.4655,0.0,3.225,11.2573,1.04,0.23036747901074,0.0141,0.0291,0.4342,0.0,,0.0,0.0,Consumer Cyclical,11.014161859546236,1
1159,GNTX,14.6881,0.1849,13.648008036921,3.0236,4.3794,0.1353,18.1948,1.09,0.30455139241293,0.0256,0.2063,0.1085,0.3667,0.0901,0.1326,0.1715,Consumer Cyclical,27.717541078646175,1
1160,RCL,33.4026,0.0826,30.993773774664998,2.6829,2.8633,1.0576,66.8588,3.03,0.4208758709669699,0.0133,0.0802,0.4103,0.2273,0.092,0.0,0.4531,Consumer Cyclical,-14.507298742789388,1
1161,W,0.0,-0.3193,,1.7806,16.787,0.0,54.6641,-0.92,,0.0,-0.0344,0.0,0.0,,,0.0,Consumer Cyclical,-20.68341179835228,1
1162,MDC,21.4509,0.0524,16.714666837455002,0.7414,1.1243,0.7515,0.0,1.102,0.74277636758827,0.0346,0.0345,0.3908,0.0,0.0278,0.0,-0.2061,Consumer Cyclical,8.764697681809631,1
1163,YUMC,28.8202,0.1681,0.0,1.4224,5.0002,0.0177,23.4432,0.89,-0.0,0.0,0.0468,0.0106,0.0,,0.0,0.0,Consumer Cyclical,1.8323535049724429,1
1164,ALV,17.3536,0.1322,22.182570315236006,0.8635,4.7724,0.4454,26.3492,5.18,0.42841506129597,0.0247,0.0498,0.2045,0.0472,0.0661,0.2785,0.0551,Consumer Cyclical,-4.145036687715376,1
1165,BYD,47.3095,0.093,46.729327531016,1.0032,0.0,6.4366,11.5177,0.42,-0.0,0.0,0.0215,0.7515,0.0,-1.0,0.0,0.0,Consumer Cyclical,6.1020179962667,1
1166,WGO,13.3856,0.1865,12.709470684300001,0.5649,2.5107,0.0,19.2416,1.53,0.23695704925989006,0.0176,0.0422,0.0,0.0,0.0254,0.0,0.0,Consumer Cyclical,67.4795601474054,1
1167,FBHS,28.1726,0.1285,26.820811111111002,1.9354,0.0,0.4772,29.4388,1.97,0.28412698412697995,0.0101,0.0688,0.2399,0.1667,,0.0,0.0,Consumer Cyclical,-0.941013654729823,1
1168,EXPE,21.1755,0.1572,20.468163152008,2.4188,0.0,0.6544,27.8462,5.87,0.14196464193913,0.0068,0.1146,0.2056,0.2727,0.0,0.0845,-0.0435,Consumer Cyclical,-5.3841952657496455,1
1169,TVPT,,,,,,,,0.13,,,0.0074,,,,,,Consumer Cyclical,15.155620506988056,1
1170,OUT,0.0,-0.0242,,1.9839,0.0,1.8324,12.8143,-0.21,,0.0623,-0.0194,0.5824,-0.7601,,,0.0,Consumer Cyclical,21.148852594932748,1
1171,CROX,0.0,-0.3382,,0.6916,4.7877,0.026,0.0,-1.3,,0.0,-0.0763,0.0105,0.0,0.0,0.0,0.0,Consumer Cyclical,-30.0,1
1172,QRTEA,20.237,0.128,15.619726728377,1.3588,0.0,1.2829,16.8825,1.35,-0.0,0.0,0.087,0.4111,-1.0,0.0,0.0,0.0,Consumer Cyclical,-25.47556904050829,1
1173,TRIP,61.7754,0.1402,62.0,8.2385,24.3571,0.1424,39.7282,1.38,-0.0,0.0,0.1327,0.0945,0.0,,0.0,0.0,Consumer Cyclical,-44.11907080557774,1
1174,RH,38.5671,0.1295,38.628468310477,1.8881,6.7327,0.5821,0.0,2.31,-0.0,0.0,0.0487,0.2681,0.0,,,0.0,Consumer Cyclical,-60.666240150456936,1
1175,VIAB,9.0272,0.5432,8.1842259209157,1.2937,0.0,3.4723,7.994,4.78,0.29344432882414,0.0338,0.1449,0.5548,0.1587,0.0,0.0,0.1161,Consumer Cyclical,-11.292232171183915,1
1176,QSR,73.2549,0.2806,18.941070381232,1.8663,0.0,6.5254,6.9782,0.51,0.96614236203679,0.0118,0.0926,0.4737,0.0,,,0.0,Consumer Cyclical,36.02840321791729,1
1177,ETH,20.4186,0.1003,17.268660788326002,1.0105,2.3263,0.2059,17.1208,1.29,0.35937752409671003,0.0175,0.0492,0.1258,0.1795,-0.0177,0.1813,0.18,Consumer Cyclical,39.58389615246863,1
1178,CBS,16.1404,0.254,15.034054411149,1.7539,0.0,1.5186,18.171,2.92,0.21231422505308,0.0127,0.1115,0.3555,0.1111,0.0,0.2457,0.1089,Consumer Cyclical,38.04776181147577,1
1179,WRK,15.6049,0.0435,23.324182420726,1.0909,2.8827,0.4825,18.7599,2.97,0.42299349240781,0.0081,0.0456,0.2216,0.0,,,,Consumer Cyclical,28.53303702353445,1
1180,MCD,24.5104,0.639,22.325688353609,4.2687,23.6171,3.4033,22.4735,4.82,0.7132007153423299,0.0291,0.1782,0.6358,0.0488,0.1777,0.0877,0.0622,Consumer Cyclical,6.711933541468931,1
1181,AXL,6.2508,0.7814,6.1134365591681,0.369,9.7915,4.5738,7.8109,3.03,-0.0,0.0,0.0604,0.4306,0.0,-1.0,0.0,0.0,Consumer Cyclical,4.2116563715844615,1
1182,SIG,25.4423,0.1357,23.176427248885002,1.6963,5.2582,0.52,154.4055,4.77,0.14503015997902,0.0074,0.0665,0.2352,0.5,,0.0,0.6509999999999999,Consumer Cyclical,-23.564979018198706,1
1183,CRI,23.1151,0.2475,21.424574621331,1.5424,15.5305,0.7449,24.6317,3.65,0.20792623413983,0.009000000000000001,0.0673,0.3095,0.5833,0.0,0.0,0.0,Consumer Cyclical,-6.028746322659939,1
1184,CAKE,19.5941,0.198,18.173479871785,1.0966,4.0343,0.0,24.8487,2.39,0.30868583884727,0.0156,0.0555,0.0,0.1967,0.0,0.0,0.4489,Consumer Cyclical,31.640578179710733,1
1185,TMHC,8.6486,0.4373,8.6041712144403,0.6572,4.2716,3.209,0.0,1.85,-0.0,0.0,0.0764,0.4047,0.0,,,0.0,Consumer Cyclical,22.44120018673344,1
1186,BZUN,0.0,0.0183,37.377845673646,0.4607,,0.0252,0.0,-0.0139,-0.0,0.0,0.0087,0.0165,0.0,,,0.0,Consumer Cyclical,61.57965239400027,1
1187,NWSA,0.0,-0.0123,,0.9982,1.274,0.0,12.0692,-0.26,,0.0,-0.0172,0.0,0.0,,0.0,0.0,Consumer Cyclical,-11.7913880570651,1
1188,ULTA,32.74,0.2061,32.766101853112005,2.6005,6.7499,0.0,57.1111,4.0,-0.0,0.0,0.0793,0.0,0.0,0.0,0.0,0.0,Consumer Cyclical,40.2233132747522,1
1189,PRTY,143.4444,0.0115,138.14424312841,0.6709999999999999,0.0,1.957,536.9196,0.09,-0.0,0.0,0.0046,0.5427,0.0,,,,Consumer Cyclical,9.062974731293847,1
1190,JACK,26.7716,6.8208,25.084206672058002,1.8373,0.0,44.8352,20.6763,2.89,0.34362018894975,0.0129,0.0706,0.5485,1.5,0.0,0.0,0.0,Consumer Cyclical,51.001924742712404,1
1191,CPRT,20.7069,0.2279,20.641721311475,3.9776,6.6603,0.6683,24.203000000000007,0.87,-0.0,0.0,0.1918,0.3583,0.0,0.0,0.0,0.0,Consumer Cyclical,47.09318433971,1
1192,EAT,18.6246,2.4414,21.681601974175,1.1719,0.0,13.6334,15.8958,3.09,0.41155162004427,0.0195,0.0529,0.5771,0.2,0.0,0.1689,0.1968,Consumer Cyclical,7.627574205206081,1
1193,DXLG,0.0,-0.1391,,0.6317,2.9363,0.7708,0.0,-0.25,,0.0,-0.0297,0.2484,0.0,0.0,0.0,0.0,Consumer Cyclical,-20.7089571989732,1
1194,OMC,17.079,0.4461,15.218007354807,1.2111,0.0,1.8638,9.1792,4.43,0.45406344272785,0.0264,0.0723,0.2067,0.0526,0.1578,0.2011,0.1856,Consumer Cyclical,18.694769618348804,1
1195,MHK,22.6272,0.1268,22.628230104892,1.7346,8.6182,0.6576,32.7223,8.37,-0.0,0.0,0.0762,0.3213,0.0,0.0,0.0,0.0,Consumer Cyclical,7.095733946947534,1
1196,SPWH,21.4412,-0.4399,21.134336186882997,0.4764,0.0,-6.3815,0.0,0.34,-0.0,0.0,0.0215,0.7386,0.0,,,0.0,Consumer Cyclical,-26.92606953643711,1
1197,CTAS,23.4647,0.2228,21.895580488992,2.2606,14.225,0.6727,27.2454,3.68,0.46884013208923,0.0098,0.0985,0.3101,0.1039,0.1026,0.1211,0.1633,Consumer Cyclical,32.576458746878465,1
1198,HAS,18.7396,0.2716,17.084512993303,1.8956,10.6665,1.0287,19.6364,3.61,0.4997299917227,0.0268,0.1016,0.3626,0.071,0.1855,0.1376,0.0132,Consumer Cyclical,19.08427058269264,1
1199,AN,15.1807,0.1884,15.19132851333,0.3164,12.8497,1.0031,23.8852,3.93,-0.0,0.0,0.0212,0.2468,0.0,0.0,0.0,0.0,Consumer Cyclical,-17.106827970278772,1
1200,VC,2.1204,2.1608,1.1854395544886,1.4404,5.0586,0.3623,30.9549,54.0,-0.0,0.0,0.7039,0.0818,0.0,,,0.0,Consumer Cyclical,21.57762024614959,1
1201,TTM,14.3161,0.2398,0.96090178110847,0.0466,,1.7599,1.1553,3.1475,0.052569466962649004,0.0001,0.0484,0.4014,1.2727,0.0,0.6572,0.4328,Consumer Cyclical,21.441458698687946,1
1202,FIVE,37.8652,0.2756,38.047794721388996,2.6939,10.5199,0.0,62.7734,0.89,-0.0,0.0,0.0706,0.0,0.0,,0.0,0.0,Consumer Cyclical,21.68087362607301,1
1203,LQ,,,,,,,,0.21,,,0.025242718446602003,,,,,,Consumer Cyclical,6.044779422953005,1
1204,SIX,33.297,6.3879,28.094991828818998,3.9919,0.0,62.1708,14.3055,1.65,1.2990949641218,0.039,0.1224,0.62,0.1088,,,0.166,Consumer Cyclical,16.567780319723713,1
1205,HTHT,29.1496,0.1273,4.4112435923759,0.3393,,0.0947,1.7584,0.2681,-0.0,0.0034,0.0756,0.0422,0.0,,0.0,0.0,Consumer Cyclical,71.48527654236213,1
1206,PENN,1602.0,-0.001,1868.2916326531,0.4526,0.0,-7.7852,5.9576,0.01,-0.0,0.0,0.0002,1.0272,0.0,0.0,0.0,0.0,Consumer Cyclical,-12.721525854016088,1
1207,UA,,,,,,,,1.08,,,,,,,,,Consumer Cyclical,-68.40321501483163,1
1208,THO,14.9013,0.1872,13.746750339261999,0.7307,5.0173,0.0,14.2156,3.75,0.28778995410888003,0.0193,0.0498,0.0,-0.4375,0.1044,0.0875,0.2164,Consumer Cyclical,83.80342830651915,1
1209,TGNA,8.0063,0.2096,7.3886786008069,2.0517,0.0,1.9022,6.8921,2.04,0.36452661678875,0.0372,0.2604,0.4902,-0.0719,-0.0403,0.3589,-0.0246,Consumer Cyclical,-10.498646642748662,1
1210,THRM,17.8868,0.2482,17.904005534997,2.0041,5.5814,0.2543,34.5243,2.65,-0.0,0.0,0.1114,0.1508,0.0,0.0,0.0,0.0,Consumer Cyclical,-25.68606138069934,1
1211,HLT,10.284,0.2346,0.0,2.0263,0.0,1.7465,13.458,4.27,0.098290598290598,0.0096,0.1968,0.408,0.0,,0.0,0.0,Consumer Cyclical,29.757234180936212,1
1212,PIR,14.505999999999998,0.2229,0.6317515916952701,0.575,3.1566,0.6032,0.0,16.6,0.28773848487268,0.0199,0.0399,0.2243,0.1429,-0.0498,0.0,0.0,Consumer Cyclical,79.75995599516523,1
1213,STAY,28.9091,0.1285,24.282212617657,2.532,4.0793,3.1402,6.4773,0.55,1.1956298655343,0.0572,0.08800000000000001,0.6099,0.7170000000000001,,,0.0,Consumer Cyclical,10.171749001726845,1
1214,ROST,20.5022,0.4057,19.27302844546,1.7343,8.2503,0.1736,26.1541,2.24,0.18216678706295006,0.0087,0.0837,0.0844,0.1765,0.2499,0.2946,0.2205,Consumer Cyclical,21.755561308411608,1
1215,CSL,18.137,0.1362,17.158570219581,1.6272,17.5962,0.3175,12.5815,4.89,0.22614951517047,0.0124,0.0902,0.1887,0.1702,0.0865,0.1076,0.1312,Consumer Cyclical,29.32206141766131,1
1216,WSM,23.8333,0.2522,21.156038017316,1.5414,5.9692,0.0016,28.6664,3.3,0.40717620623337,0.0168,0.0657,0.0008,0.0645,0.0,0.2242,0.2183,Consumer Cyclical,-13.42606241366977,1
1217,BWA,16.820999999999998,0.1624,15.948012791407,1.2077,7.6527,0.7176,33.3841,2.57,0.20218295218295,0.012,0.0719,0.289,0.0196,0.1402,0.0,0.0,Consumer Cyclical,-5.1741249001939735,1
1218,CAL,15.0632,0.1532,14.516752821294999,0.487,3.0823,0.3637,18.2108,1.9,0.14770066385032998,0.0098,0.0322,0.162,0.0,0.0463,0.0,0.0,Consumer Cyclical,26.5680588900501,1
1219,OI,20.988000000000003,0.7895,20.636798088984,0.4551,0.0,32.5906,13.6009,0.83,-0.0,0.0,0.0219,0.5916,0.0,0.0,0.0,0.0,Consumer Cyclical,2.051572407923373,1
1220,CWH,410.875,-0.5911,,0.5275,0.0,-4.4948,10.5807,2.22,,0.0,0.0532,0.9905,0.0,,,,Consumer Cyclical,45.27377151948054,1
1221,DECK,15.5043,0.1727,15.509535851156,1.3863,3.4285,0.0411,31.9606,4.7,-0.0,0.0,0.08900000000000001,0.0329,0.0,0.0,0.0,0.0,Consumer Cyclical,17.47613488251299,1
1222,MATW,25.3731,0.0868,24.207476900326,1.132,0.0,1.2355,17.3927,1.93,0.28128102885782,0.0106,0.0445,0.4212,0.1818,0.1119,0.1318,0.1304,Consumer Cyclical,51.325265073117855,1
1223,PLNT,142.0909,-1.204,26.895482795118,4.6677,0.0,-31.5266,9.0636,0.11,-0.0,0.0,0.056,0.6935,0.0,,,,Consumer Cyclical,48.45543190909022,1
1224,MELI,47.6417,0.3116,47.412813056177995,7.7462,22.5475,0.8729,31.7852,2.4,0.19826257928518,0.0036,0.1623,0.2952,-0.3795,0.0,0.0,-0.0187,Consumer Cyclical,42.61237527972593,1
1225,SGMS,0.0,0.9323,,0.2804,0.0,-5.4878,8.5047,-16.23,,0.0,-0.5054,1.0614,0.0,0.0,0.0,0.0,Consumer Cyclical,58.0135501410437,1
1226,ARCO,0.0,-0.1804,,0.2142,,2.2957,15.7676,-0.25,,0.0,-0.0169,0.4684,-1.0,,0.0,-1.0,Consumer Cyclical,74.75728710443835,1
1227,JWN,20.2032,0.2951,17.686413888889,1.0786,7.256,1.2832,40.5245,3.79,0.34861111111111,0.0172,0.0533,0.3387,0.1,0.1859,0.1558,0.1279,Consumer Cyclical,-1.4488080704156074,1
1228,SBGI,17.9779,0.3262,16.777120818078,1.3889,0.0,7.3303,9.924,1.81,0.36573890534269,0.0203,0.0773,0.7095,0.0476,0.08199999999999999,0.0895,-0.2461,Consumer Cyclical,8.57791447196546,1
1229,PLAY,126.9091,0.0295,127.97344396815001,1.4944,0.0,1.6584,0.0,0.22,-0.0,0.0,0.0102,0.4514,0.0,,,,Consumer Cyclical,34.979616079490754,1
1230,TSE,10.292,0.3434,9.6084497005988,0.3463,6.9015,3.0388,4.3715,2.74,-0.0,0.0,0.0336,0.5233,0.0,,,0.0,Consumer Cyclical,114.46121500648157,1
1231,LYV,0.0,-0.0263,,0.6862,0.0,1.6533,29.8611,-0.33,,0.0,-0.0045,0.3322,0.0,0.0,0.0,0.0,Consumer Cyclical,10.972053164181665,1
1232,ELY,52.3333,0.0353,53.178150823723,1.0039,2.9233,0.0362,48.2887,0.18,0.23277045579352,0.0042,0.0173,0.0237,0.0,-0.1768,0.0,0.0,Consumer Cyclical,17.055937930633842,1
1233,H,54.04600000000001,0.0311,51.96994744909001,1.5082,1.9691,0.3433,24.2662,0.87,-0.0,0.0,0.0287,0.1805,0.0,,0.0,0.0,Consumer Cyclical,22.52770871695672,1
1234,EXPR,15.9877,0.1228,15.948259055982001,0.5041,3.0395,0.3586,26.2684,0.81,-0.0,0.0,0.0316,0.1561,0.0,,0.0,0.0,Consumer Cyclical,-39.5505579209299,1
1235,VSTO,34.256,0.0482,34.241785534654,1.3111,7.6975,0.206,24.4299,1.25,-0.0,0.0,0.0382,0.1352,0.0,,,,Consumer Cyclical,-18.50706157096786,1
1236,DDS,14.7343,0.1643,13.960844895163,0.6971,2.3405,0.4069,9.961,7.79,0.031239735666093,0.0021,0.0489,0.197,0.0909,0.0414,0.0845,0.081,Consumer Cyclical,-4.530031144215728,1
1238,KMX,24.4657,0.1892,24.461652961875,0.9975,4.5032,2.8856,0.0,2.77,-0.0,0.0,0.0419,0.6902,0.0,0.0,0.0,0.0,Consumer Cyclical,22.952073139045755,1
1239,PLCE,22.9198,0.0966,21.653025991422,0.7227,2.1604,0.0,14.5961,2.62,0.20199339052173,0.0088,0.0323,0.0,0.0,0.0,0.0,0.0,Consumer Cyclical,77.55721015639732,1
1240,SCHL,4.9178,0.2445,4.6368660590842,0.8868,1.3409,0.005,13.4813,9.0,0.066870332654447,0.0136,0.1801,0.0033,0.0435,0.0,0.1487,0.1006,Consumer Cyclical,24.714237688326968,1
1241,SEAS,34.5439,0.0975,32.920485132192,1.2872,0.0,3.1356,13.1081,0.57,1.4718824415362,0.0427,0.0358,0.6618,0.3548,,,0.0,Consumer Cyclical,2.0396891588898813,1
1242,WPRT,0.0,-1.3843,,1.2352,,0.8718,0.0,-1.55,,0.0,-0.9598,0.2922,0.0,,0.0,0.0,Consumer Cyclical,-45.14562977574996,1
1243,BOOT,42.3393,0.0964,38.219981057846,1.5138,0.0,0.6308,0.0,0.56,3.0088882412939,0.0,0.0341,0.2755,0.0,,,0.0,Consumer Cyclical,0.160003662109375,1
